neg_words,value
itry,-0.5847894646977891
workable,-0.5847669341870959
caja,-0.5829093948409242
heartbeat,-0.5799155025996572
resubmit,-0.5793435294745544
evidently,-0.5793364924632137
remained,-0.5792967964889
reasons,-0.5788172674842332
create,-0.578566847138037
instantly,-0.5784765947723145
speaking,-0.5781636121168473
wealthiest,-0.5774833802547524
aarp,-0.5773958533381499
subsidiary,-0.5773257253253065
buyer,-0.5772626362152652
operates,-0.5770146738614128
mexicos,-0.5768499134094158
mexican,-0.5768155886346521
largest,-0.5767542216732116
underneath,-0.5748754100811017
steps,-0.5746225978755336
lateras,-0.5735000567335841
recorderthe,-0.5734930147758968
technologies,-0.5734919746305356
pulling,-0.5727795607485835
giving,-0.5724708083368406
contacted,-0.5715340165733636
honor,-0.5710655379869747
november,-0.5703718045156351
compartment,-0.5644271113670165
neatly,-0.5644209672692425
annoying,-0.5641471775426115
gears,-0.5637149581094079
randomlly,-0.5636966907904976
rectify,-0.5631818922604296
slowly,-0.5616185776429136
maps,-0.561532212340049
assuming,-0.5614336588691045
ambulance,-0.5602565731732585
accessoriesi,-0.5602156223277116
assisting,-0.5601950514638194
attnokia,-0.5601442400556342
bypass,-0.5601362038968906
brown,-0.5600737414375143
deviceit,-0.5599940361490258
secondsi,-0.5599855751217282
laid,-0.5599702750739706
pharmacists,-0.5599673887915239
neighbor,-0.5599605291473596
doorsteps,-0.5599436969795043
tagged,-0.5599171480546279
resold,-0.5598989205372515
excitedtook,-0.5598923046547486
reordering,-0.5598832060674807
raised,-0.5598615499118701
gentleman,-0.5598538489644734
problembut,-0.5598485309136483
newany,-0.55984140322879306
lie,-0.5596313729307163
record,-0.5593492617653196
maximum,-0.5580038528612242
swap,-0.5572662516954221
bankanother,-0.5570119381260755
distance,-0.5569150466474138
sideways,-0.5569049837812626
portrait,-0.5569035571430105
lockups,-0.5569027115607222
modei,-0.5568973109335302
branch,-0.556693221724574
calderon,-0.5566482270072067
executive,-0.556593354720108
recall,-0.5565809175526425
proclaim,-0.5565741670764225
karen,-0.556570231601815
prl,-0.5565656117490517
craps,-0.5562855949351266
incase,-0.5562059745628551
screwing,-0.5561837244102961
satisfaction,-0.5561767546643183
lowes,-0.5561736899954022
pier,-0.5561720292062968
michigan,-0.5561707435921246
fiasco,-0.5550455838686938
carries,-0.555042490741063
lglc,-0.5545571674196934
batch,-0.5517557306495893
flickeri,-0.5517273974841315
practice,-0.5504726813407366
surveillance,-0.5499176605481809
nearby,-0.5496494399407048
covering,-0.548288072448154
manager,-0.547781585370154
mvno,-0.5471783962637605
sorts,-0.543520424366636
sol,-0.5429383518729248
false,-0.5427765125251369
cares,-0.542440299375001
dislocates,-0.5420669632082664
dislocating,-0.542048128383521
exceptions,-0.5420351703396858
wishes,-0.5420137410463747
secure,-0.5411475636873376
firstly,-0.5407330223986913
drains,-0.540241661109347
medical,-0.5399432108454697
pressed,-0.539533996681396
located,-0.5391600327502982
bankrupted,-0.5377857116449527
ericson,-0.5377315832224014
inspired,-0.5377215807390948
readers,-0.5377189528989985
walkman,-0.5377167269135
marketing,-0.5358328117735993
pull,-0.5357402395340337
duplex,-0.5339868890511964
fire,-0.5337512611599154
row,-0.5337306229406316
entire,-0.5335628983758863
apparently,-0.5319991280282605
adaptor,-0.5306957788326905
audfonos,-0.5306365345456064
wirelessthis,-0.5305243771453217
thougt,-0.5305091520288369
reconstruido,-0.5304836337999185
demuestren,-0.5304803491465071
reconstructed,-0.5304668520805242
dontespa慶ol,-0.5304557767606853
papeles,-0.5304508073669654
obtienes,-0.5304413689404758
oakland,-0.5304367642679464
letter,-0.5303765829470218
emitting,-0.529644725115814
mercate,-0.5296388452708701
error,-0.5283410525082234
asi,-0.5271104596334754
asit,-0.5270352704118204
flimsy,-0.5270155867852073
vienen,-0.5269662863102308
venia,-0.5269588143459872
vendido,-0.5269492033132629
totalmente,-0.5269311745395922
caractersticas,-0.5269194727275976
sus,-0.5269149046257394
selecciono,-0.5268891533888888
salient,-0.5268671669290111
condicin,-0.526844948741799
zone,-0.5268392575320398
resaltantes,-0.5268198727555332
deca,-0.5268019476191345
recibo,-0.5267957697420543
donde,-0.5267401903891148
ojo,-0.5267364637216495
nombre,-0.5267066974363482
negra,-0.5266889851817009
menciona,-0.5266744810514266
estos,-0.5266644967886602
etiqueta,-0.5266516619239817
europea,-0.5266463712628605
dealership,-0.5266398735701799
puk,-0.5265865213379551
esns,-0.5239779836447529
okthe,-0.5233182000413514
emailed,-0.521956687471635
standby,-0.5212740199185396
consume,-0.5205343963545875
meager,-0.5204820650614743
mehits,-0.5204746900819149
memorygoogle,-0.5204722208642857
memoryyou,-0.520471676987897
stare,-0.5204693439514666
idle,-0.5198526631380517
payment,-0.5195054649642431
merchandise,-0.5178671036826527
hair,-0.517273174678963
bull,-0.5167901313193015
turnaround,-0.5167295776187832
rmawarranty,-0.5165987124887835
arrive,-0.5164766113942811
depths,-0.5159055488315375
ducts,-0.5158214243628765
respond,-0.5157622619779806
guidance,-0.5157338505357866
williams,-0.515704622022883
immersed,-0.5156950937436
wendy,-0.515691646471493
tightly,-0.5156711592457649
immersing,-0.5156667881497569
sandy,-0.5156465084173664
patricia,-0.5156428730605673
rice,-0.5156407980755502
pakistan,-0.5147498231161723
suddenly,-0.5138728983656031
claim,-0.5126628314564616
server,-0.5126448569825623
texas,-0.5122697279124379
indicators,-0.5121598250975282
precautions,-0.5121527840100648
properties,-0.5121496953745387
camerai,-0.5114994546536543
enemysony,-0.511477247562706
modetouch,-0.511451064615712
noteworthy,-0.5114378059707304
wellill,-0.5114290135909164
express,-0.5108423254459282
kona,-0.5104820605093277
greater,-0.5102422580034431
lied,-0.5099931772762436
minimum,-0.5095591625923297
annoyed,-0.5093276470935506
bits,-0.5081301192347609
bolts,-0.508064413653102
disclosed,-0.5079307658451345
drawn,-0.5078791816049446
uneven,-0.5078502669870814
toothis,-0.5078363553965747
includedthats,-0.5078142675771676
strategy,-0.5078076093430851
separately,-0.5077877377315098
phonean,-0.5077610845608631
mix,-0.5077492165800369
justice,-0.5046464247561258
pattern,-0.5042293033063874
january,-0.5034314483312711
stops,-0.5033312820587084
advertising,-0.5024798684440038
kludge,-0.5024555145521539
predates,-0.5024409949440525
seachange,-0.5024342273415754
againthird,-0.5020336313221122
bound,-0.5019755859774825
dustbin,-0.5019318968399926
slipping,-0.5019107096953457
exclusively,-0.5018837648564928
galore,-0.5018398291349464
inactivity,-0.5018178560212151
soonsecond,-0.5018137231145309
itwith,-0.5018063223278222
removei,-0.5018049916052956
recourse,-0.5017982453484393
rage,-0.5017938803718383
bothers,-0.5006562325250542
protected,-0.5006396682704113
odel,-0.5006374208014418
developmentally,-0.5003534239614245
manage,-0.5003505392774782
therapeutic,-0.5003092081421362
prayer,-0.5003066229124725
techy,-0.5003056067645504
sons,-0.500301540036707
prays,-0.5003004207956916
concerned,-0.4995183356953088
itthis,-0.4986791252707237
patients,-0.4983694888876509
treasured,-0.49836569357430716
turtle,-0.49836373057274325
considers,-0.4982009608629733
passed,-0.49807984400318667
deplorable,-0.49751947265091157
gratitudei,-0.49751281097287536
insulting,-0.49750846523568326
stateside,-0.497190838709954
verisonsold,-0.4962294774792696
ocntrario,-0.4962252469639639
spelling,-0.49538455901949596
managing,-0.49528000157757124
minuets,-0.4952663131504288
wallpapers,-0.49525032027794363
cantotally,-0.4947676317272507
garbled,-0.4947391961291356
tin,-0.49473326395618483
moreandroid,-0.4942906551936631
tether,-0.49428755144901687
back,-0.49422870295254123
exchanging,-0.49349672833252783
failures,-0.49344232336710403
lesson,-0.49336606415389783
warned,-0.4928336082146147
imposible,-0.49272480169609195
entries,-0.491297436111218
relative,-0.49116903082445
realized,-0.49097250353036126
culprit,-0.4905485222382496
sluggishness,-0.4905389324056076
flies,-0.4902545257658012
fluke,-0.48992149397845747
means,-0.4894258720610376
accent,-0.48883659988161093
accessed,-0.4887799940396822
bbmcontacts,-0.48872191956200967
dismissive,-0.488622906581189
droppedi,-0.4885430550189964
whispered,-0.48852571237001374
sitethat,-0.48851207056765233
retrieved,-0.48849905319962944
fluent,-0.48849371089655375
parcel,-0.4884807385250719
noon,-0.48845882312888256
himno,-0.48844906147963024
msgs,-0.4884429655900999
incur,-0.48843174490318986
mgr,-0.4884275384867612
jaws,-0.48842119063262
makehe,-0.4884112353885415
alerts,-0.4882284891613926
alpha,-0.4881657287305027
batterywhen,-0.48809899097524745
blinding,-0.48804056612402813
volumeoften,-0.4880317721779114
thissometimes,-0.48802579093279114
slew,-0.48801696387844495
signalrestarts,-0.48800577778932824
rundown,-0.48799262675814886
rooms,-0.4879771314862576
donethis,-0.487977062933441
riskpros,-0.4879607188138028
ringers,-0.4879440184173441
downsummaryif,-0.48794290964386744
restarting,-0.4879277974733395
staff,-0.4879228711158025
randomlysometimes,-0.4879021521675599
goodconsslow,-0.48789461951192453
overshadowed,-0.4878910993138556
nitpicky,-0.4878850408344895
mepoor,-0.4878844013836786
touching,-0.48698032080164727
chews,-0.48685921849032826
hog,-0.4868466016369486
alternatives,-0.48663500145446176
amazonafter,-0.4866177525417159
possibleits,-0.48656358512328035
reliably,-0.48656064880840805
bend,-0.4865499878775298
temporary,-0.4859915411220769
allplease,-0.4859822757499161
appsthe,-0.4859526929144291
byeno,-0.4859189765559794
equipped,-0.48588521088457576
erase,-0.4858645217834494
hide,-0.4858385127448926
pornwhen,-0.485835208513045
invaded,-0.48583439281414564
opportunity,-0.4839253754881476
background,-0.48383553656434536
searches,-0.48312833666938687
crashes,-0.4829091008772654
shippment,-0.4809889746045986
accident,-0.48010258215003115
exposure,-0.4789020485607091
labeled,-0.4787284965881092
hour,-0.4783561858649099
seconds,-0.47819457176588487
imessage,-0.4775555843052769
base,-0.47605502096239594
approve,-0.47548751266344974
drags,-0.47532488960417013
uncertain,-0.47528366394906274
unlockedalso,-0.4752832453250465
process,-0.47431508206710654
equally,-0.474269825353747
behavior,-0.4742150872100742
themsamsung,-0.4742022709067748
solutioni,-0.47419910265586773
problemsthank,-0.47419272109330624
presentouna,-0.47419012511710723
possibleyou,-0.47419006647652223
clunkiest,-0.4741898810840554
exhibit,-0.47417438448249544
exhibited,-0.4741617528201958
usetldr,-0.4741412541187917
ugliest,-0.4741406311326747
return,-0.47381211871964457
repairs,-0.47317647083490055
frustrations,-0.4728918732584045
iit,-0.4728767346970184
learnt,-0.4728674100945123
miracle,-0.4728619304840219
craziest,-0.47227366585495456
song,-0.47169136770656844
favor,-0.47146812554075895
darkens,-0.46904515570537025
flickers,-0.46902617402026286
lame,-0.4680530856377247
notified,-0.4679265082435363
borrowing,-0.4676321658317015
mass,-0.46747146728042055
firmly,-0.4660124720894114
deploying,-0.46600895999185
muffled,-0.46600020849670726
lockedtou,-0.4659647556556689
problen,-0.4659576964526139
blah,-0.4654757210823468
randomness,-0.46544580394737656
satellite,-0.46356020173629775
dim,-0.4627009211865062
inconvenienced,-0.4625781354519427
expired,-0.4624211872111666
tricks,-0.46189229842990837
situation,-0.4616975604296942
eventually,-0.46135688599367086
eof,-0.4612481304502462
it됛찶l,-0.46120369482301865
meomory,-0.46118809336504984
anuncio,-0.4605149589096406
usarlo,-0.4603712142327679
trabaja,-0.46037004082487004
backlo,-0.4603632801076006
quisiera,-0.4603168386803592
calificaci庚n,-0.4602968121941399
qualification,-0.4602952775113586
puedo,-0.4602707578048133
compa慶a,-0.4602224612695833
poder,-0.4602193637795083
perd,-0.4601845183319516
devoluci庚n,-0.4601632999168334
againthey,-0.4601566225752439
odio,-0.4601565425669004
andif,-0.46014144035361887
ninguna,-0.460128823063729
devolverlo,-0.4601256153111043
choicebut,-0.4601178233218366
ningn,-0.46010349436784265
companyif,-0.46010290032790957
samsungno,-0.46009451255903105
elijo,-0.46008455735328935
motivated,-0.4600816147061747
esa,-0.4600668820087674
motivado,-0.4600634122028642
eso,-0.4600570213052328
lado,-0.46005336881011455
garantiza,-0.46005283900317623
facetime,-0.4591321337917501
policy,-0.4576710666658043
freeze,-0.45671013122656295
extreme,-0.4562329267081801
achieve,-0.4557887929542
headache,-0.4556138017665897
sparq,-0.45455076158901986
airplane,-0.45418452857977243
disappeared,-0.45350529484591545
unsure,-0.452827050341836
disclaimer,-0.4513268987842109
final,-0.4512092353427544
heat,-0.45051511614490397
ground,-0.4488885665030852
thrown,-0.448573875769093
designconseverything,-0.4477534974287496
elsei,-0.44774237797165184
prosnice,-0.44773141886007645
point,-0.4474934404161917
bloat,-0.44739139025397734
department,-0.44703312148913266
excitement,-0.44666972326778953
hell,-0.44665008595942157
repaired,-0.44661484969803805
concluded,-0.44645494943019465
representatives,-0.4464409024263327
payasyougo,-0.44643964562624694
supervisors,-0.44643943378488055
shifty,-0.44639596056052083
slammed,-0.44638659537276226
aggravation,-0.44533435834943635
lengths,-0.4452798344046634
variable,-0.44527745713535316
backward,-0.4450748040106388
exchanged,-0.4450531807687567
possibly,-0.444379880015103
unused,-0.4443482298833523
hidden,-0.4442304782052821
sells,-0.44391483546833765
pricing,-0.44287934515837446
menu,-0.44208241930926095
supposedly,-0.44202058244174586
disappointedi,-0.4418527178889916
aggravated,-0.4407082597292907
tips,-0.44040071034792055
setting,-0.4397633068973237
overnight,-0.4389225599182678
bounced,-0.4363535197068328
hooking,-0.4363070564622775
inactive,-0.4362959636358197
wierdly,-0.436290108615101
reaaly,-0.43584761576788666
told,-0.43512295452466015
enhanced,-0.4349725219164031
smarttags,-0.43492740354763726
snugly,-0.4349266472334457
manufacturers,-0.4346524467276696
pinch,-0.4344863448316559
unacceptable,-0.43243330847877876
flaw,-0.43230009843538947
assume,-0.43167064886239226
letting,-0.43144909752993876
dinosaur,-0.4313856469020826
hubbys,-0.4313686646430748
longevity,-0.43135665230635784
wages,-0.4313499149077401
ware,-0.43134870321676705
icons,-0.4310843915469297
disappointingi,-0.4306741484588867
disaster,-0.4306631080938492
indication,-0.43065364826482977
nothinga,-0.43064377647502095
restocking,-0.4300675831390134
reps,-0.43005471951279545
installation,-0.42971262310178293
versin,-0.42957377337385333
los,-0.4294195351704396
irritating,-0.42936613518064537
authorized,-0.42819207524570835
loosing,-0.42798646036846233
viper,-0.42774742443419467
programmers,-0.42774592170349124
forplease,-0.42730225555964824
terribly,-0.42728654652188186
bestbuy,-0.42652644108156984
badplease,-0.4260678743295139
butts,-0.426024471663497
camperthis,-0.4259875702933635
traded,-0.4259362060235703
thisi,-0.42593014934707973
thingyou,-0.42592176686216643
sucksthis,-0.42591234382843
fing,-0.4259098588013809
sucksbought,-0.42590329348246675
pleasedpleaseread,-0.4258972382223208
phonemanthis,-0.4258961531141869
phoneyou,-0.42589411211738754
risk,-0.4257917183051295
describing,-0.42572710573379685
planand,-0.4257224484435429
answered,-0.4254708741215561
occasionally,-0.42529552457683684
disapointed,-0.42492389593702035
brokeni,-0.42476450547773026
dishonesty,-0.42474077958075673
idiot,-0.4247187366619577
transit,-0.4247156540868937
individual,-0.4247155500158832
ashamed,-0.42407612632961417
contact,-0.42377958490948076
attempted,-0.4229514045910979
extended,-0.422897283314457
slapped,-0.4221939468703977
random,-0.42148194744061473
cold,-0.42129008992419414
follow,-0.4209262439427002
experiencing,-0.4208232635454767
snap,-0.42065295880962444
imessages,-0.41945586195587986
hours,-0.4191601016240659
daysif,-0.4189063971228617
mood,-0.41888486060796504
rubbish,-0.4188837668721665
toto,-0.41888369503177036
started,-0.41879956951525504
burner,-0.41815032706560207
disconnectedplus,-0.41812120978326134
emaili,-0.41808049451552487
riding,-0.41807292281061553
quicklytheyre,-0.41807018378516886
imei,-0.41792617533119375
trigger,-0.4172864231205696
refund,-0.41649293524358594
caused,-0.4163629524373407
eastconsin,-0.4162791145804326
goodvery,-0.4162583258678771
weightbuilt,-0.4162499809901314
walls,-0.4162468750164119
smashing,-0.4162436334853586
ratingsthe,-0.41623951371381546
randomlyproslooks,-0.41623653799436305
nicelite,-0.4162362061971361
nope,-0.41569705703545234
horribly,-0.41548868175830017
terrorist,-0.415386555019866
gpsfacebookgames,-0.41381947130461483
htm,-0.41379564875506947
isi,-0.413793527130507
sucksits,-0.4137920710869942
label,-0.4122687851297611
continued,-0.4111454614829061
tap,-0.4111398432531879
passedi,-0.41044327799608593
squares,-0.4104409453730178
called,-0.4100819248709836
mess,-0.41003088160283924
oem,-0.40975158708944526
lead,-0.4096905478326917
avoid,-0.4095151156636279
utter,-0.40924853339485423
bogus,-0.40900729157624627
colorado,-0.4089724338421493
deceit,-0.4089296077948392
kansas,-0.40889306794860053
sarcasm,-0.40889278082493374
missed,-0.4087661618364236
delays,-0.408461832619144
reduced,-0.40651101622940006
blames,-0.4054238839355927
status,-0.4053481280673839
baited,-0.40512057875488006
fuss,-0.40507117402744774
marring,-0.4050351811808496
odds,-0.40501357516588526
shrinkwrapped,-0.40500874892872407
recipients,-0.4050076581719062
shrinkwrap,-0.4050074380637609
gallery,-0.4048400891158772
spoke,-0.4045520785765279
david,-0.4044897473039751
disposable,-0.40446139929119135
sweaty,-0.4044188956342103
scratchhad,-0.40441297393835574
referred,-0.4044092402952888
dialed,-0.40427051173654455
skybox,-0.40411861748503086
surely,-0.40400348023238575
trans,-0.40339083593080344
ane,-0.403327358468691
piss,-0.4033028963975141
possessed,-0.4032949280098446
statuses,-0.40328572184812583
separate,-0.4028522860809159
rep,-0.4026725865890468
sink,-0.40202720100618716
list,-0.4015873561126286
motherboard,-0.40128837615779933
forced,-0.4012448239901617
fourth,-0.4010628631644985
happen,-0.4010585058322942
screws,-0.40090962624660925
effect,-0.400529007333656
anger,-0.39929432361795136
monopoly,-0.39926632083932234
warranties,-0.3991495220100873
advised,-0.39913483491390284
needless,-0.3990919526131468
cardphone,-0.3984936346463427
methey,-0.3984626933234247
nothave,-0.39844959874569347
whatnot,-0.3984420812895996
righti,-0.39844155875680604
additions,-0.39792164797693125
thanking,-0.39790728399357117
frontthe,-0.39776243706506226
packagingthe,-0.3977584301261451
pic,-0.3974215027639055
beforesamsung,-0.3968745294467472
burning,-0.396862446068813
chargerstarted,-0.39684222220322724
til,-0.3968386201287717
acting,-0.39673085095892
dumbest,-0.3965017754914715
minimal,-0.39647852239272974
speakersound,-0.39647503618597635
mistake,-0.39637585380177137
subway,-0.3959170766397754
turns,-0.3956581139133148
lines,-0.39565295489331287
glitching,-0.3953350811728183
solo,-0.39454335127344026
deplete,-0.39434142884508244
learned,-0.3939936813315843
refurbish,-0.39283201395963213
march,-0.3928275622735108
maintain,-0.3919631776645082
minder,-0.3917967366434635
therefor,-0.39084940389295414
heated,-0.39039908981883176
gti,-0.39033163716198366
brickif,-0.38977779109953936
downby,-0.38975326952566547
honoredsoooounless,-0.38974013575831606
honors,-0.38973162836533204
systematically,-0.3897199687958235
itunes,-0.3895974227309894
offering,-0.38893618857486084
bay,-0.38893414221257155
birds,-0.386720118404807
incompetent,-0.38632811665893046
lawbut,-0.3863083022733908
nowtracfone,-0.38629032925141665
numberi,-0.386277294684921
obligated,-0.38626976308620914
verizonguess,-0.38626662430100017
smartphonewhat,-0.3862657785103114
planbut,-0.3862652400411507
amfm,-0.3858923124327398
holidays,-0.385877533020119
examined,-0.3856810961240079
preowned,-0.38566704901715665
money,-0.38501620886265586
bloody,-0.38490971466326046
chrips,-0.38488521176014534
guysi,-0.38486159509670703
nither,-0.3848414761060105
opinionboris,-0.3848318949174559
puprpose,-0.384828223600917
peple,-0.3848280619250219
deliverydate,-0.3846619812835322
themhouse,-0.3846321459584033
generates,-0.38463113875627297
reaslise,-0.38462084535818775
goods,-0.38461772000261696
goodsyou,-0.38461066495651247
labelwhich,-0.384605085955434
belongs,-0.3844760452329292
antique,-0.38434970212183284
sensitivity,-0.3840542372860707
track,-0.3838239980725148
claims,-0.38364269176009747
allreally,-0.3826405320059917
overheated,-0.38261112518707757
recharged,-0.38260306014220713
messing,-0.38253132882893814
abuse,-0.3822272844583237
butch,-0.38164166527395593
lagged,-0.3815416632996431
useless,-0.3811280656269173
revealed,-0.38078817605991777
rated,-0.3807803674126809
squad,-0.38072957156077847
choreit,-0.3806617531099978
robbing,-0.3806606589036112
caution,-0.3806559211415072
giant,-0.37949249420169845
fedex,-0.3785893202478306
beginning,-0.37771976264876495
sending,-0.3770073872393395
april,-0.3767430297138489
hiccups,-0.3765351639374306
unclear,-0.37627871199449364
blur,-0.37602034621712416
ups,-0.3758978518266759
forum,-0.3756938548528684
fear,-0.3755960898821184
film,-0.374526899784603
hit,-0.3732536395426951
cheaply,-0.3729751709171046
partscompletely,-0.3729469859871444
pinki,-0.37294498484939914
firmware,-0.37265296065686054
supported,-0.37216044015373895
john,-0.3717387772762313
microsofts,-0.37169541806001144
formatted,-0.37140330466131327
aaps,-0.3710889382270633
gigsdo,-0.37104849554914104
disappointing,-0.3708057106619567
damagei,-0.37065050653683584
guindado,-0.3706077624767548
independent,-0.37060467567281485
wantsorry,-0.37059899249671496
wind,-0.370239825520054
frustrating,-0.3700587434373293
selection,-0.3700431728258551
ran,-0.3699853475631203
stuttered,-0.3698084192566977
yellow,-0.36898021434326217
shortly,-0.36897611205797737
warranty,-0.3689139500739802
howsoever,-0.3688069054213889
calls,-0.3685864985617567
alreadyi,-0.3685523955248993
dissappointed,-0.3684944077875802
intentiontions,-0.36846873609456005
upser,-0.3684676632060191
speak,-0.3681365942610302
highest,-0.3680005327436074
applied,-0.36768360592611843
interior,-0.36730432486177617
reset,-0.36708047599413135
trust,-0.36647918221301545
sucks,-0.3664294458406087
places,-0.3657045519578098
phoning,-0.36568519554471723
scratched,-0.3652096269851514
surf,-0.3647770647074779
userthankshopefully,-0.36477081464009387
wher,-0.364769061583647
wthis,-0.36476611166973116
specifically,-0.3646720622764841
tiene,-0.36419288159445384
ingl揭s,-0.36407860713381435
fari,-0.3630070346344922
neva,-0.36297016003270843
ova,-0.3629639540783724
textin,-0.36296167826802506
sucksvery,-0.36296099041662033
asap,-0.3628035502418318
duped,-0.3621471944662602
indicating,-0.3621342204918253
redwhite,-0.36212944667274305
stripes,-0.3621283628137462
monthseditwent,-0.3611797639366239
flipphone,-0.3611777561888511
crashing,-0.36115739449956313
beaten,-0.3609761648181927
floating,-0.3609473767605932
padding,-0.36093316563467
schools,-0.3609275571233343
thiscan,-0.36092694758406674
paltry,-0.3601961263750892
damn,-0.3597012212044331
consuming,-0.35952093646593936
periods,-0.3594555847423973
everytime,-0.3594506258452273
receives,-0.359442859426882
crash,-0.3592044223662199
deserves,-0.3583580441797409
fraud,-0.3577379709344706
departments,-0.35770615283993923
unfair,-0.35767776523799383
blocky,-0.3574844063743932
iosthe,-0.35742790006522457
jack,-0.3574226596425348
knockoffs,-0.35740175618607856
yelp,-0.3573631249610795
missmicrosoft,-0.3573621622106142
whatsappthey,-0.35735908409373995
plain,-0.35735467264700665
saddled,-0.3573490481985562
stupidfeels,-0.35734846365788203
technically,-0.35725546796275615
thier,-0.35692916728289337
blink,-0.35630861775452816
marked,-0.3562645085128341
matter,-0.3560658328286908
united,-0.3557802308086051
badly,-0.3552603550507649
picked,-0.354840451877982
defined,-0.35410075378661776
contrast,-0.35401560295543794
appstore,-0.35387306444128896
flappy,-0.35384540756137617
madden,-0.35384470785408206
ears,-0.35377101732680205
significant,-0.3529863621891618
simultaneously,-0.3523773139884244
hinge,-0.35234253397874987
serial,-0.35133559611733306
widespread,-0.35096541831930017
bars,-0.3507735926181579
fromgrrr,-0.3499834699269805
ayer,-0.349672901267903
freezes,-0.34966745927271387
bajo,-0.3496286651407416
concepto,-0.3495844388320157
verdadero,-0.34954808776330365
verdad,-0.34954143231570745
detalla,-0.3495257425018068
thispara,-0.349520408114221
siquiera,-0.3495066497389356
econmica,-0.3494966585593512
publicidad,-0.3494932916276561
enga堅osa,-0.3494759061924431
ning抉n,-0.3494748721559449
entienden,-0.34946166094924486
esto,-0.3494538440763049
informacin,-0.3494403494005952
tmob,-0.34915936924042296
pissed,-0.3488473657201174
authenticate,-0.34872508324899537
bellevue,-0.3487141594639645
dealz,-0.3487069212747913
suspicious,-0.3487060443205087
thousand,-0.34870541903029045
chrome,-0.34846443364688123
link,-0.3484145888825946
lies,-0.34825716869511314
depot,-0.34723574991218353
enviroments,-0.347224318943775
suit,-0.34722204400596324
stood,-0.3472167222753764
pocketyesterday,-0.3472100151756127
nov,-0.3472016214316244
repairable,-0.3469179506671872
earbuds,-0.3462962854240169
drain,-0.3459486183909166
alarmed,-0.34568865609241894
signing,-0.34560483913766854
modified,-0.34560076019002595
modifications,-0.34559608042540113
target,-0.3451416632909723
moral,-0.34504435466551986
ugandalet,-0.3450326754816373
afternoon,-0.3449577821994035
rma,-0.3443850022430679
print,-0.34431148250430554
resolve,-0.3441002216178063
lacks,-0.34388897850926514
series,-0.34275430790769285
talent,-0.34262382357723903
waste,-0.34234980090668043
automail,-0.3423338094115569
wiggle,-0.3422993101748392
wouldnt,-0.3422638168416084
skip,-0.34221760272683877
retailer,-0.34219535392084316
errormobile,-0.34193555889633465
prompted,-0.3419283269943099
repair,-0.34188462360184385
electronicsnow,-0.3417888391714569
moneybought,-0.3417548751658544
renewed,-0.34174677501368145
usei,-0.34174157332481003
workingwhat,-0.34174040359152824
concrete,-0.341425200726271
nonintuitive,-0.34137158559333186
disappointedbecause,-0.3412073404541629
nicaragua,-0.3411940311760093
purchasenow,-0.34119253528958793
doesnt,-0.3408755624340652
peoples,-0.3408177289608981
tracked,-0.34053506831042407
government,-0.3405310107476283
encountered,-0.3405202222255757
blemishes,-0.3401725033576811
munipulate,-0.34013316965920165
excuse,-0.3381302333943707
theyll,-0.3378549989040589
registered,-0.33782734034252854
advertises,-0.3371631570064263
wallpaper,-0.3371325412740229
expects,-0.3370587380543251
terrible,-0.33643390868174017
am揭rica,-0.3361714970058133
page,-0.3359782230306291
touched,-0.3345004550270983
printed,-0.3344619450101238
goodbut,-0.3338354696117099
futile,-0.33356354280922207
reordered,-0.333548874163443
hacked,-0.3329398625142066
intoso,-0.3329243918808468
moneymy,-0.33291547820448913
nephew,-0.33291212186281743
purchasethe,-0.3329084520307455
presently,-0.33262414242296345
stopped,-0.33247799823182833
grainy,-0.3321551498141588
faulty,-0.3320418368060486
developing,-0.33201599243451385
failing,-0.3319885739066058
fivestar,-0.3319618726864986
frauddo,-0.33192563073509135
transact,-0.33191622310308233
fraudulentthis,-0.3319122420944341
thankfully,-0.3319119900213271
retract,-0.33190779847573787
improperly,-0.3319065006711645
refurbishedafter,-0.33190490889603724
inside,-0.3315810080723191
plugged,-0.3315655513010396
cache,-0.3311079966331057
clearing,-0.33109620038827425
additionally,-0.3306597037676408
work,-0.330339441129804
turned,-0.3300692496665888
closed,-0.32993198038909727
drivers,-0.32987942992582886
cure,-0.32951570582224415
herpes,-0.32949044078937245
youits,-0.3294558234663279
patheticive,-0.32945579973432365
senior,-0.3294525804584749
mad,-0.32931055473112514
phonewhich,-0.32930025566241866
adefect,-0.32922679289676127
againso,-0.3292110074211562
clearlyalso,-0.3291960782074657
coz,-0.3291841489930156
restore,-0.32916917600591694
load,-0.32906775507368913
detailsfeatures,-0.32884269638101865
ito,-0.3288191417774163
edges,-0.3286084364393022
happening,-0.3282792063676803
lgc,-0.3278045483091427
poor,-0.32775596522075734
shows,-0.32744563611345257
answers,-0.32707708438090477
helloum,-0.32700578705915606
yetits,-0.3269974433677918
unexpectable,-0.326995606489428
negotiable,-0.3269944824938518
phoneall,-0.3269934435623658
marks,-0.32681038719636735
helpfulthanks,-0.32670433114278036
heartbleed,-0.3267010726117223
private,-0.32669454254149016
noise,-0.32665882976065386
lithium,-0.3265294313536518
daypackage,-0.3263423194950592
labeli,-0.3263030894753465
respect,-0.3262064237610782
damshame,-0.32592651978394865
greatworks,-0.32592117003664123
liein,-0.3259150162308464
sanyone,-0.3259099005717093
outalso,-0.32590988957024924
