neg_words,value
viewable,-11.054763888945237
equation,-11.050561705155388
ended,-11.047623572352729
mainethe,-11.041929349987079
menus,-11.040526586597185
monthyou,-11.039779302326316
captivate,-11.037481863298442
term,-11.029399513494344
supper,-11.028439099149583
praised,-10.961864257699869
liar,-10.932308469164017
gti,-10.917921992317579
updateextras,-10.906200490004583
blueif,-10.898455666102386
basicly,-10.895551966489306
bad,-10.893207874654625
discontinuing,-10.884596001363052
awful,-10.881007097390034
firm,-10.878630582348983
proximity,-10.878301732799262
wages,-10.871395516042446
extensive,-10.87138219288948
fedex,-10.866340770162083
yay,-10.860639836630275
spreadsheet,-10.8578774251619
default,-10.851787783542186
stories,-10.832999488951101
listings,-10.821851109821255
allrate,-10.811088523954124
pro,-10.806330300325389
fact,-10.761199412961467
flop,-10.758453430859031
awesomei,-10.741543337970466
suckif,-10.732234824889785
yetpurchased,-10.686239082509122
skinwhile,-10.685122315574027
gesture,-10.682626459845256
farmy,-10.669359306686902
puts,-10.662885892787848
vende,-10.63863736326777
benchmarks,-10.636836160656976
glue,-10.612879874402875
aspects,-10.604387291829893
doim,-10.586973657439303
gentle,-10.565258742735278
stars,-10.560310132581789
eventually,-10.548837916877922
kickstand,-10.5477308577613
onebattery,-10.515898164091622
fire,-10.513316932824786
left,-10.509059979045057
greatall,-10.506754058437824
driver,-10.497939079725812
move,-10.493726708724564
permitted,-10.484223581027925
inaccurate,-10.463580923214376
technicalities,-10.460269991042445
format,-10.451439847170825
camerasimply,-10.448774634157006
optimization,-10.444955858661874
extender,-10.443804955013908
qualcomm,-10.431613347513416
sons,-10.339397734476984
failed,-10.327674864981732
funtion,-10.322129888660333
yetthis,-10.273954074230433
wif,-10.269066478497797
flick,-10.2530637175772
itsamsung,-10.238542831112927
prayer,-10.223109544956033
determined,-10.216516130276139
neighbor,-10.193673001749428
let됛챪,-10.185197187584128
fatal,-10.180492603968911
stations,-10.17821436930355
actions,-10.176887378754836
timesif,-10.16936473949787
unavailable,-10.149316071427373
dealz,-10.143169373438521
morethis,-10.142707766228572
reside,-10.132468826126454
pauseslocks,-10.101837469912088
sample,-10.083177953548565
thumb,-10.076929725749258
loaded,-10.075862584088657
profilefacts,-10.069415049342119
ownership,-10.060579980481062
click,-10.05620559824097
mere,-10.055285762678063
guaranty,-10.05470997299324
place,-10.054236447408126
comings,-10.04944977638221
observed,-10.046911537612356
elite,-10.046696399451218
add,-10.02218693446979
discovered,-10.006196281457814
entertain,-9.992204653639654
daysif,-9.990931764363133
allowed,-9.983887203640043
knew,-9.981070607465057
bundled,-9.979970288699086
decently,-9.973046840732307
gig,-9.96975091969706
conversation,-9.969277211323401
german,-9.968970995249236
secondsi,-9.965780347377516
dell,-9.952990889608218
jotting,-9.947679453619381
bloated,-9.923677788339504
preprogrammed,-9.919827392555952
grainy,-9.893864714811613
sprocessing,-9.888285534060431
reminder,-9.880654832029016
panel,-9.875418071958217
beg,-9.866627201342164
magically,-9.832052430425213
publicidad,-9.796942795673116
download,-9.79320884049938
insanely,-9.779570631163299
asked,-9.768440966063814
priceperformance,-9.761176665719836
lucky,-9.759653561058599
ocd,-9.75351175132195
snap,-9.751073641458285
block,-9.74461021179473
document,-9.729377915538254
damage,-9.723221990700674
reminiscent,-9.721753545345306
menciona,-9.717951963831508
initially,-9.717116067152945
superfast,-9.716147842335227
installed,-9.714076741640564
defective,-9.710089451893573
higher,-9.708215400884525
refrigerators,-9.699961018269248
obstaclesas,-9.68892231965796
uneed,-9.677339841262562
arc,-9.674937077797384
act,-9.67177169216784
freeze,-9.671457578720046
priate,-9.663912637566863
tinny,-9.653502308065226
wich,-9.64411983833498
severe,-9.639769839054752
backwards,-9.633049054733306
repent,-9.60394180850836
owners,-9.576521518086201
eyes,-9.571257478501458
ivr,-9.567385889106374
plusmedia,-9.555335962379036
fixed,-9.551327195178905
bothers,-9.543590532177344
goodbut,-9.539483216999036
alertembedding,-9.53240330734666
lasting,-9.530528123067075
linked,-9.529174878433125
moneyoverall,-9.524113702776289
hoped,-9.510285698960246
power,-9.509565360709539
buildi,-9.491737633192367
caribbean,-9.474736068201242
displaythis,-9.46262893491338
onehand,-9.452663527969024
compatible,-9.443086453880655
blanksave,-9.439088555633193
projected,-9.435381526558745
dock,-9.43508933394331
dirty,-9.432645154731789
compact,-9.43100798309323
seconds,-9.417917246618686
macxpert,-9.409191625158456
eyesight,-9.398350480639943
dollars,-9.391216799973776
weekall,-9.391138640231619
excessive,-9.382627532490382
confirm,-9.379621650632627
inserted,-9.349447428778008
news,-9.34166115626462
abroad,-9.33545688514401
butch,-9.329130946377374
frm,-9.328545531663933
blue,-9.31309625552561
yhe,-9.305342276286494
operation,-9.299242570965125
daily,-9.293709779602235
seachange,-9.293679599819225
confusingits,-9.292343612207121
yearis,-9.291328765374185
align,-9.278581845244743
walkman,-9.277016206489524
connected,-9.265048674512016
carribbean,-9.257783946386354
sells,-9.256215662267945
discovering,-9.237765140564672
clocks,-9.2349283058054
specifics,-9.231372271662691
internal,-9.22923336172781
professionalism,-9.228770050210551
simplemost,-9.221957102678505
constantly,-9.213307212961539
confusion,-9.205906934225078
glitching,-9.203680771698817
shows,-9.1921550828483
phonehope,-9.169099106729995
submitted,-9.15847957083091
position,-9.153008199002189
phablets,-9.146765002286024
coming,-9.12863355640288
internationally,-9.126571512457437
includedthats,-9.114064579608746
conclude,-9.091032390778029
northern,-9.07438906064373
batteries,-9.07093738515259
tmob,-9.050965029063008
system,-9.044756478946772
unbranded,-9.030255443182503
batterysaving,-9.012559915416047
lifting,-9.010525735024968
sceptical,-9.006792215234048
dissapointing,-9.006269890031678
orientation,-8.987097274986864
file,-8.95619993653432
blownup,-8.954945608198983
tmobilei,-8.950816911847236
supreme,-8.934477125984408
sleeping,-8.933310486863789
crashes,-8.908640885573535
bringing,-8.905645110253328
connect,-8.900238219395776
departments,-8.899162561767149
wonderfuli,-8.892785890706918
specsskip,-8.887090146047711
unique,-8.88580063627149
inside,-8.87973086956574
crag,-8.869853235685147
calling,-8.86519341810546
tampering,-8.8643223015656
tapatalk,-8.85589724569037
contrast,-8.829020117953824
based,-8.826116505729003
restaurant,-8.816964705284837
costwho,-8.808290018812555
shoddy,-8.800575337176333
charginga,-8.79198936568793
faulti,-8.788012497912886
hangs,-8.785286078125894
professionallove,-8.782763834731057
browsing,-8.77689184133758
senses,-8.775244409498901
minimalistic,-8.741832525579367
success,-8.735607718023687
proportioned,-8.711859016023046
customizable,-8.693092486312866
flies,-8.678924441605227
expesive,-8.656243185493214
buttonwonderful,-8.64443281441866
font,-8.642951600223002
evidence,-8.636334073128406
authenticate,-8.625554520089194
record,-8.61744259190151
contry,-8.609781210174058
frontal,-8.595584625511686
laggybuggy,-8.595545323214903
external,-8.593070414460316
follow,-8.59277438117887
plays,-8.586667157955391
horrid,-8.556732535849589
extended,-8.552593438239528
boy,-8.545632440527552
claimed,-8.531544294805762
singapore爺,-8.51960626065423
improving,-8.519143523621972
jumped,-8.494890319261025
cheep,-8.494066600439998
bud,-8.490510930445145
fallen,-8.487455754584333
currentlydisplay,-8.483584106279691
greateven,-8.482213846420933
countless,-8.465514612926313
maxthon,-8.455314543138757
sanpdragon,-8.439843105136791
called,-8.4347145860339
resetdidnt,-8.430038557936724
runs,-8.422755758272283
faulty,-8.411744357302922
reply,-8.410012041576548
reflect,-8.400191334240581
screem,-8.394945307439599
chargingi,-8.381553719285591
statuses,-8.369330142932768
cameral,-8.361828136528715
volume,-8.353037734586469
audio,-8.349724054305588
despiste,-8.341406120832188
exp,-8.34059742596834
stable,-8.339437860406647
corner,-8.32526353915815
toto,-8.31103490174192
consumption,-8.307457786837746
lowest,-8.294641902920551
messaging,-8.289516547384691
happening,-8.287728124566602
programing,-8.285663422353204
somone,-8.278395874804499
support,-8.274167649496746
hate,-8.272883007620075
parked,-8.253257425053699
dollar,-8.251875210105615
thiseven,-8.23129365036375
activated,-8.227079054853556
notified,-8.224592735152424
gen,-8.213732325986426
rooting,-8.202193383886714
messed,-8.19270204990402
wikipedias,-8.187312869168963
returned,-8.18684037334403
wealthiest,-8.181203410597679
crash,-8.163502951493948
luckily,-8.15339260417839
con,-8.152271585430631
tex,-8.146188220744769
photos,-8.132474654369336
indication,-8.119223543350536
dialer,-8.118611735051712
invasive,-8.109440563388326
appearance,-8.095859868288496
prolly,-8.09089818087001
management,-8.077365809914816
knock,-8.06746291908098
published,-8.06708147859211
fee,-8.047674115940863
satisfies,-8.04663647806322
cleaner,-8.045686085019618
benchmark,-8.04212374781377
thinks,-8.028909189985402
subsequently,-8.028612294212564
cdma,-8.028170756195463
older,-8.003879095576014
cheap,-7.988766381268072
filtration,-7.986929632260122
talktextdata,-7.98096148259488
kindathe,-7.97795991018509
chip,-7.96134811968816
types,-7.9567203301031375
effects,-7.9515857421119644
lgg,-7.925455410559129
version,-7.921633421447189
enjoys,-7.919656914589071
capacitive,-7.918874216546149
living,-7.9107088100242775
neva,-7.897313049985478
jad,-7.895791857345003
nowit,-7.89197465127551
suckedbad,-7.886726958787271
sun,-7.882034115642777
overlook,-7.876016626040573
find,-7.872945621630916
truthi,-7.867950412242964
solve,-7.852784371542344
motherboard,-7.846023502293933
exploted,-7.818443460063948
camer,-7.798934081492028
soundhound,-7.796429103064226
row,-7.793696490712281
waterproofpersonally,-7.793520025316105
phonepeople,-7.788541045248927
processing,-7.785707389681395
completely,-7.785339756167898
cartoon,-7.7828938456244625
laymen,-7.778756789906065
mobility,-7.758926128554541
chrips,-7.746154579981973
leaving,-7.72900623997543
ditched,-7.713864580762441
geeksquad,-7.706958822307536
flaws,-7.699431813953186
emaili,-7.6989316954052764
recognized,-7.69080688950363
mgo,-7.6873605806542455
fills,-7.684481854985946
looked,-7.682692047613952
att,-7.66968269957994
configurable,-7.633319764803387
vcr,-7.622812875837477
sat,-7.618763708869823
contrto,-7.60568633296631
secure,-7.598120991677044
phonewhich,-7.589654418408625
webpage,-7.581794867397019
notch,-7.577575781700371
versionthe,-7.571803197777218
parks,-7.569140167707429
earbuds,-7.555318198349148
charger,-7.55159921443852
duped,-7.520281364079066
gpsnegative,-7.512543010379271
robust,-7.491438497733851
perfectthe,-7.487499026226847
greatish,-7.48401689704456
professionalbattery,-7.458352260898947
displayed,-7.450891515378356
studio,-7.43917145560268
anyoneunfortunately,-7.434148332243481
nonoperational,-7.433902244370824
greatcertainly,-7.426318419296389
primarily,-7.4255427471553235
hrs,-7.41328068495487
gta,-7.4096785298079775
itand,-7.409411122972932
ages,-7.405220029735321
productoa,-7.404463990152558
dissappoint,-7.401424940777824
securely,-7.399105038107542
replaces,-7.396901534486483
delightsmy,-7.390329424048714
tradein,-7.3828216955409784
thirty,-7.378994817151202
tag,-7.37122416227127
progressively,-7.3621942000521905
receipt,-7.354651378411445
surerecommend,-7.343969605953745
microusb,-7.340929200069714
window,-7.34055453045781
ramit,-7.339615073932376
canceled,-7.325149125192345
thatsamsung,-7.311882108688536
functionalafter,-7.310475910615114
unprecise,-7.305796089232491
netowrk,-7.30125236328698
safely,-7.29674742756814
phantom,-7.288749097667404
tmoblie,-7.283037854978391
lock,-7.281843181250949
battery,-7.279984595463943
glitches,-7.276000913519618
mcujjvfiij,-7.272809082980593
headset,-7.260818334061051
disappointed,-7.255140056066872
india,-7.253711614222838
saturday,-7.2411061672395345
pickpocketed,-7.238481594440317
genuine,-7.229687311511395
storm,-7.228895317205191
broad,-7.2272071432033735
thingsthe,-7.2188648559395405
blood,-7.214633107915535
designno,-7.204584463111648
contracy,-7.2012234817859735
verizonyour,-7.188017502069966
miami,-7.187712149473551
sideways,-7.180076844504882
garbage,-7.165187445221363
honoredsoooounless,-7.16485701518123
brightness,-7.158544432472688
disappointment,-7.15406016091757
costo,-7.153674090878491
instruction,-7.152502161043407
zillion,-7.147325921614093
consistently,-7.131606697088028
inserti,-7.1307797617089985
freezes,-7.129834123679015
lithium,-7.120090970668687
lagging,-7.1184565169372895
share,-7.113713916473529
rip,-7.108566153423508
userthankshopefully,-7.108539290825561
gpcustomermediaduloghtmlieutfpcustomerimagescustomervideoplay,-7.108238179559255
gained,-7.107456966907207
roundsout,-7.1044369484786785
reservationsthe,-7.103708637404695
topside,-7.0938266568379
desktop,-7.088391956225591
checked,-7.078568174095085
freaking,-7.0739357383949635
public,-7.071647597708035
shattered,-7.068705388813039
hood,-7.068546512668983
chooses,-7.066647701175707
minebut,-7.060655706506599
cuts,-7.0587634734031655
quad,-7.046091677009854
count,-7.039440700216858
repaired,-7.036908406214714
boring,-7.035987027744075
charged,-7.029536306344602
converts,-7.029243452032645
solutioni,-7.023296783609741
save,-7.011415203384429
reviewfirst,-7.001645175901532
photographerface,-6.997496473776407
esn,-6.995970862040271
navigatorappversionindexofmac,-6.979043185073263
everywhete,-6.972332270163549
earphones,-6.970033159564199
bla,-6.963023397556005
horrible,-6.962653464971732
pricing,-6.951040631261257
droppable,-6.947640367439333
companies,-6.938868780586743
notthe,-6.93134201673179
kind,-6.919738759937477
buggy,-6.913761621287913
kidgot,-6.911716189152449
cellphones,-6.910757535771426
tallest,-6.908147456092259
systematically,-6.905374808875853
drawer,-6.899884411955047
celluar,-6.89928224393747
ram,-6.897512291174812
espencive,-6.895416816372902
dryers,-6.889790466711484
purchased,-6.880339484142654
glass,-6.870701977213762
exchange,-6.864012618377537
method,-6.858757687624396
purpoose,-6.8546784594536465
crap,-6.846978369520808
habla,-6.833211287481003
sensitivity,-6.82502294796992
expandability,-6.819189964726869
fathers,-6.816226392337934
franc揭s,-6.81576088286723
calendars,-6.804604770379525
alittle,-6.802288333367036
magnetic,-6.78176515936233
heart,-6.76984699505936
vetting,-6.765637512010109
snapdragon,-6.760456394869911
wishes,-6.758815475704095
executes,-6.738391631317287
bag,-6.736106226861965
scam,-6.734109726143938
firstly,-6.724221802562201
object,-6.688939774514197
stalled,-6.688752499438421
downs,-6.673451620772368
reviewerthe,-6.670029729311199
hip,-6.662233969401137
dissapointed,-6.658475745060431
city,-6.655448938551485
lateras,-6.650975468761289
revolutionary,-6.63478617997652
bou,-6.627274843130326
expecting,-6.6244305622919555
hot,-6.62022915037039
cortexa,-6.606413468345457
playpause,-6.586835042370445
description,-6.563981901218816
important,-6.563559207200135
playeruses,-6.557509231038771
problemsthank,-6.541957756051033
sad,-6.540347357575476
monday,-6.539453028493055
boot,-6.537084820592299
customizing,-6.535624275426005
apple,-6.535523461156331
unplugged,-6.533238089268434
cord,-6.5299437113902306
priceunless,-6.527371894802087
unaccepable,-6.527286841826128
weekends,-6.526633111944434
gregg,-6.524535345816683
engage,-6.5225445027739974
buying,-6.516986971604757
mps,-6.516678901733309
generic,-6.5111684255613245
handthis,-6.509675575909182
resize,-6.5079022210197355
language,-6.501324137994722
materials,-6.497552204273846
stripping,-6.491791287336656
smart,-6.484325950850151
halfduplex,-6.480597250506628
steroeo,-6.47198676733759
prove,-6.46214695588286
belong,-6.461444999548384
beeps,-6.4559568480702465
phonevery,-6.455917135392594
fall,-6.454388850964921
amazon,-6.453201388997013
custome,-6.442445998224831
rico,-6.442008803518204
pulls,-6.440651352675587
programmers,-6.43821868950524
considers,-6.435204431042547
hitch,-6.4324289932239225
fault,-6.430688735356647
happythis,-6.425748344008122
cloudy,-6.424736733410211
flexible,-6.418124386415389
toolbar,-6.414341584512733
electronic,-6.408321004058019
perfection,-6.405906752977534
younger,-6.4049582993073555
capable,-6.403826802219534
planpros,-6.402101741333702
hesitant,-6.381551141406128
ridiculous,-6.3766788305352256
largewhich,-6.3722683030928104
lagged,-6.369022887482861
headappendchildlogtag,-6.365543066298562
day,-6.348929431146874
unknown,-6.344199387118033
crappy,-6.329439593716545
whatsoever,-6.322536867686169
mins,-6.311245674599072
shades,-6.309906206732391
gplacing,-6.297204424786604
damages,-6.283342830644593
touchscreen,-6.280177889674046
directly,-6.271391518290572
face,-6.270393975265794
easeir,-6.253743890948659
logo,-6.250394600021953
removable,-6.240360152046685
themes,-6.2402856605196275
uncover,-6.2390925561431585
automail,-6.237092155352444
unregion,-6.23059242875331
trained,-6.2270887290248
path,-6.200241362147934
deletes,-6.196630448078115
typos,-6.1874563515261425
pure,-6.17471138302925
stall,-6.172425172706278
pakistan,-6.166308063174215
metal,-6.1611802315117075
hace,-6.160703665673668
friendtechgiant,-6.1509827089996145
global,-6.147458712821451
screws,-6.136563415984122
wiz,-6.122803395484522
slam,-6.121888555125652
weird,-6.116333541030926
closeup,-6.112298057850029
dealership,-6.112232118136043
turn,-6.101878027784506
sharpness,-6.098928348172713
till,-6.092486209843802
pandora,-6.082414232869004
soda,-6.081507192508377
knowledgable,-6.076541678867859
studied,-6.076517085096892
ties,-6.074900826447486
qualityexcellent,-6.074748340606097
borrow,-6.0691044390991005
effectsfind,-6.066858727433483
people,-6.059012391259392
lol,-6.05728788420653
dslr,-6.04694323031361
enemysony,-6.045711706048435
prevents,-6.045206445571314
company,-6.03605165974288
tracked,-6.03564108884422
favor,-6.033246423197278
part,-6.030667103366275
winphone,-6.029677385449916
saturation,-6.021165208789985
indicator,-6.0175633117714264
sender,-6.010449568417303
refuse,-6.004490890494483
cheaply,-6.003839684883054
fiendsfamilycoworkers,-6.003821369161249
speakers,-5.993251121118079
theses,-5.993019056702437
usershas,-5.991113746884539
frustrated,-5.9854084330158726
mhl,-5.9787098188005
bands,-5.978424926212269
tab,-5.966027448535899
wwwamazoncom,-5.961120018571932
wen,-5.951810012377255
gallery,-5.951656823834623
cracked,-5.95126602042052
person,-5.950838017741419
preset,-5.949218291067104
courier,-5.9488011160277425
winner,-5.945969897135807
lenghty,-5.939587060666547
directions,-5.930443018794544
biggest,-5.927185723644824
steady,-5.919297586498286
dynamic,-5.918458437282931
solved,-5.901228638798451
goodtoo,-5.897280451023905
offices,-5.890983454959612
believeme,-5.8730718775506245
grief,-5.863512299207252
greatno,-5.858116572237
microsd,-5.853758603243665
virgin,-5.850953567266967
hmm,-5.843558182205482
hinge,-5.8430588445446885
translucid,-5.831213053937757
deals,-5.8274199629379755
shortcomings,-5.821511663342647
sucks,-5.81941365218714
appears,-5.818156940739942
experienced,-5.81711557077981
damaged,-5.81551500422106
sell,-5.803866972150565
yetnow,-5.796168454619491
longrunning,-5.796041371000794
accessing,-5.792790405016054
descriccion,-5.786404223896339
awe,-5.778771829413622
spspend,-5.771653772194626
liberated,-5.76174052290409
concern,-5.752695352057527
california,-5.750854455366145
publication,-5.7501855538821705
crazy,-5.741754750856175
lenovo,-5.723529677856358
insteadi,-5.699756799461948
pay,-5.694128556588912
products,-5.692676583464696
update,-5.692316808784301
performant,-5.675402264819956
overone,-5.674307361470463
hub,-5.668693798486514
moves,-5.668113841049627
patricia,-5.667398140755498
hangsi,-5.66096116535499
supporti,-5.660447338019423
standing,-5.645287564364097
speed,-5.635706256980911
slideshow,-5.625368179279617
handsfree,-5.620121839414019
storage,-5.617553933441052
marketed,-5.611722490758911
behavior,-5.597388110036278
wireless,-5.58965663488585
sms,-5.582763060847786
priceunlocked,-5.575208288203967
images,-5.564846315104973
quoted,-5.558507252069972
bootloader,-5.558412770295485
pinch,-5.548855151346732
surprised,-5.54481502836612
wizzbang,-5.544436779651902
loading,-5.532879296920632
worst,-5.5297187005073685
english,-5.516057003229159
sculpted,-5.514705689744411
textingcalling,-5.510941741596716
meet,-5.510101624921055
incredibly,-5.508573575334356
viable,-5.5065159157889125
underrated,-5.506309740748256
ocean,-5.504380987466495
mistakes,-5.503224343451202
call,-5.503204066236276
capabilities,-5.498541426691663
rumor,-5.492409654676152
galaxies,-5.489774885369045
launcher,-5.483036105652287
editor,-5.478459973727083
bezel,-5.477471633474723
generations,-5.4747910121193035
recently,-5.473927374088437
definetely,-5.472343122959556
disappointedhad,-5.467466811611269
finishing,-5.466179681411443
wipe,-5.458480165723378
jokei,-5.4456799258142325
satellite,-5.444708670103423
catch,-5.432224775949584
innermost,-5.415684815803995
handle,-5.413798859342242
page,-5.4121214159741795
carrier,-5.408074976108659
hurry,-5.4057450911204645
throu,-5.404978373480785
longer,-5.403633082682207
wiggly,-5.392456447292759
fade,-5.391804627169682
area,-5.3782387639418
promising,-5.372781092618945
pricethere,-5.369587532130469
onehanded,-5.367476980174183
unsure,-5.351467171401993
highclass,-5.349484833852962
fees,-5.349107679276046
omgi,-5.345371536864652
quintupled,-5.342144115872264
simply,-5.3417851104383995
warehouse,-5.326257339858237
scratch,-5.324550442628887
otterbox,-5.323998756245719
uptodate,-5.323167784004349
targetblank,-5.321119244411715
nonexistent,-5.316382593861197
apply,-5.310290233882396
solidupdate,-5.307742456974655
callers,-5.302785082783775
held,-5.302416693549997
referred,-5.29969298446733
gold,-5.29791864782803
exellent,-5.295159459251723
videosthe,-5.2951535529459735
kindergarten,-5.292946716203284
inclined,-5.288472347123693
snug,-5.284742775687723
found,-5.284626762290807
porn,-5.283902978633889
money,-5.280058635643093
optimumthe,-5.27133387883347
separately,-5.2692253810023635
upand,-5.255711458056681
death,-5.253429451795743
mistake,-5.242051655756995
imprisonment,-5.239387374980615
fix,-5.234592294038487
unpleasant,-5.2344339828293505
amoled,-5.229824538494329
functionality,-5.22574037897699
homepage,-5.207934385205499
comprar,-5.203646655053983
locks,-5.191392487805005
giltching,-5.1872478226735135
phoneextramoto,-5.184260550660262
compelled,-5.184157568521001
headphones,-5.180063359711052
slips,-5.178088301897263
stopped,-5.168018609897423
helpfulthanks,-5.16616731205735
utilizes,-5.155351667444669
deceived,-5.149095475870956
fraudulent,-5.1486128156654445
goodextremely,-5.147421672501679
routerssensors,-5.139459050758584
outdoors,-5.116700174310919
gifs,-5.114599419402089
grand,-5.113105570755614
messenger,-5.112471822122118
excessively,-5.104268556581583
cap,-5.102869990578595
buyagain,-5.099641409116849
limited,-5.09635800290142
accessed,-5.095305089296937
viber,-5.09103676763939
eats,-5.090875666122907
speaks,-5.087608441442833
screentheres,-5.0760546186733855
malaysia,-5.062078047720714
enoughthe,-5.060174633184373
exits,-5.059452600201573
pathetic,-5.0591553520315315
hoststhis,-5.0584449089031445
message,-5.0513468147323675
textcall,-5.036550569998252
hours,-5.033414310932664
compass,-5.0164930900566915
calificaci庚n,-5.011980412559745
saves,-5.007762387050063
deleted,-4.999119502462773
spects,-4.996987062062055
gasket,-4.995065823393293
china,-4.99157989248698
effective,-4.991097472832575
dosent,-4.990689047161462
solutions,-4.989362680812495
fien,-4.988238002959431
tile,-4.9866708791566134
didnt,-4.985541957761085
restrictive,-4.982447531181
hve,-4.982030071523087
omission,-4.967222438358385
yearwhy,-4.965285268054737
dies,-4.951840811369195
supposably,-4.949429823785995
visited,-4.949012208965123
pulled,-4.946546741976115
lightweightfeels,-4.9396203296443595
bills,-4.935070207358711
telefona,-4.930994503839108
technology,-4.927583661636247
deluxe,-4.926624655062128
recommend,-4.92194093050549
latest,-4.919816623362067
resold,-4.918013155070328
negotiable,-4.917985653143201
multimedia,-4.914411705389998
opened,-4.913166680898217
moved,-4.9094060301756866
mgr,-4.906697673897626
hybrid,-4.900811028911568
likescamerathis,-4.89835259279665
vitria,-4.898113338747969
primary,-4.897689804851845
nas,-4.896674769808468
todate,-4.896274446298897
suggesting,-4.889717212728752
phones,-4.889658501394447
live,-4.888524412180733
slammed,-4.886329663566849
uncertain,-4.883328759579303
ill,-4.880321548115697
log,-4.871617736974169
hubagain,-4.871598590619126
form,-4.86308176601587
half,-4.862851581921113
newststations,-4.85366720695634
butter,-4.847954161637184
wifig,-4.84412598753696
flat,-4.843204359450365
patterns,-4.841814415819834
dustproof,-4.840888614216738
outdone,-4.835512619346558
tosoftware,-4.821210523231007
laugha,-4.809378321719327
inmediatamente,-4.8069688756448015
interent,-4.804620044534052
signal,-4.7975843259103454
strippeddown,-4.795158508132218
room,-4.788505813986382
performancepure,-4.7879076889735
copypaste,-4.786234994857515
timeonly,-4.786114716184759
class,-4.782782113503231
included,-4.779755901497049
raise,-4.777540796939616
phn,-4.774293201013941
sharp,-4.772609256341328
lose,-4.7710486071497105
edit,-4.767201462278677
elected,-4.7503931495375245
frames,-4.74284418276419
finished,-4.742643662941423
pixels,-4.741082672061288
drive,-4.741027444185778
ugliest,-4.740415946140814
cards,-4.727699916250448
prototypes,-4.723332460567848
autofocus,-4.718108323517639
wondering,-4.706542218321906
hoops,-4.703059095825966
timesneaky,-4.695110958611429
makes,-4.692119188035224
intensely,-4.691820427930784
mark,-4.688062301007182
project,-4.685841506224787
surfing,-4.682761754900784
slotlol,-4.675964567625552
implementation,-4.6675881398919845
defaulted,-4.665217522811173
figured,-4.659768403568079
correct,-4.650340943536634
precautions,-4.650255459745131
option,-4.643526620407755
dim,-4.63690354783426
extrasgive,-4.63600126769235
working,-4.634626337181642
searches,-4.633031622460318
utilize,-4.630780113891165
awesome됛,-4.618041089985598
daypackage,-4.61270711704076
piriod,-4.6083245214308475
pleasedesign,-4.607896833876723
drains,-4.602986294777594
elijo,-4.602392869764267
title,-4.598268217587723
equipment,-4.592830329687489
willingness,-4.590618913189068
render,-4.582906819628182
processorcheap,-4.5771494586049695
obvious,-4.5756075043058
modifications,-4.5731938953459474
forwarded,-4.570113539011688
experince,-4.5699999626990255
positive,-4.558506700638637
introduction,-4.553508190622151
bday,-4.548957377257827
nokian,-4.5487217166156455
touching,-4.536363143913876
repairable,-4.528069960519719
manually,-4.523829821312183
rest,-4.5225261083436665
frequencies,-4.521067470854041
retina,-4.514895375934972
transactions,-4.514482740417325
bgcolor,-4.512500494313494
screenmy,-4.511117817857341
tel揭fono,-4.498664118457701
timesee,-4.49688817506317
hums,-4.487127494374356
techs,-4.486366155662415
modei,-4.475041337286238
packet,-4.474346135403133
lteno,-4.469796598330123
trade,-4.4678380923481225
hoax,-4.465969818516649
healthy,-4.462089780075031
smoothness,-4.4612590083069135
visiblereadable,-4.437854454798999
mexicohowever,-4.42614071611852
uncommon,-4.421047638719073
putting,-4.418572959734596
check,-4.418186040127823
pics,-4.416847591064301
monthsnice,-4.405201797609161
hook,-4.39777711832708
sellerfive,-4.395935671356614
recieved,-4.395563045694521
granted,-4.390765602513799
highspeed,-4.389602161344918
standbythe,-4.387460532636152
rerevolution,-4.385357819839646
passedi,-4.384927279914066
onehad,-4.380009328541704
resubmit,-4.376109986635129
eightcore,-4.3729497017126135
someones,-4.372791693291247
white,-4.372458133115443
yearsloving,-4.364849497990216
molasses,-4.357632597476157
infrared,-4.3446085408217945
flipphone,-4.338801802390424
tracfonehands,-4.333982475713583
gunked,-4.33377001598844
wanting,-4.332579942696853
loved,-4.329462170051169
expand,-4.329254715433575
dead,-4.320874644299048
tmobiles,-4.314015621125413
savvy,-4.310045747345826
joy,-4.3098954274083905
complete,-4.3091083420727365
translate,-4.308026527219152
transaction,-4.30708773101945
expectedbefore,-4.295893016384424
poor,-4.2923492735638575
됛白several,-4.291467134637085
dualsims,-4.286603990676285
snapchat,-4.285993910328441
universal,-4.283630750086626
pad,-4.27893031977604
gent,-4.278631966721175
stop,-4.268802387176598
musthavethelatestgadget,-4.268602611216517
hardwarea,-4.265647511220379
mothers,-4.261750277326619
woulnt,-4.260399614911544
cell,-4.254486701966298
missed,-4.251784052901962
employee,-4.248056608391802
sos,-4.247931497827557
pasti,-4.230789351967414
advise,-4.2289131053882665
realized,-4.228239024864941
sitethat,-4.226095800152349
europefound,-4.225368871529791
icloud,-4.220387293138174
oneit,-4.21617831704745
service,-4.214507262712282
greatworks,-4.2140804861239065
team,-4.203552576696479
sexy,-4.195112148539702
stated,-4.191112734257168
small,-4.188952744773762
vendido,-4.188521216070657
destroyed,-4.187589646292112
mess,-4.187441265397461
feature,-4.175918624362783
tips,-4.173564995862443
awkwardly,-4.172065969996786
lighting,-4.168626289264363
operate,-4.163917178654224
grandson,-4.158827684848056
creates,-4.158027482055007
wallet,-4.1554181235887455
reduction,-4.154222000770554
