custid,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,n_distinct(prod),ct_cov,vdays,day_mean_amt,day_cov,first_cnt.prod,second_cnt.prod,third_cnt.prod,first_money.prod_ct,second_money.prod_ct,third_money.prod_ct
C0134,0.36,0.15,0.31,0,0,0,0,0,0.18,0,0,0.36,11224,4,0,1,0,0,0,0,0,0.64,0.36,0,4,1.447146575395625,2,5612,0.3900931209111816,chilledseafood,icecream,ramen,dairy,fastfood,seafood
C0135,0.11,0.04,0.09,0,0,0,0.34,0.05,0.09,0.06,0.21,0.73,72054,16,0.06,0.77,0.16,0.04,0.04,0.1,0.28,0.16,0,0.38,13,1.0739564069812282,9,8006,0.9299580799648283,eidbleherbs,harddrinks,ready-madesidedishes,meat,vegetable,dairy
C0136,0,0.01,0,0,0,0,0.37,0,0,0.55,0.07,0.36,14450,5,0,0.59,0.41,0.41,0,0,0.07,0.14,0.37,0,5,1.9856809522787804,4,3612.5,0.6770128240944172,chilledlivestock,eidbleherbs,otherbeverages,snack,meat,vegetable
C0137,0,0,0,0,0,0,0.12,0,0.15,0.68,0.04,0.36,77142,5,0,1,0,0,1,0,0,0,0,0,5,2.1438340153000293,2,38571,0.04799475131955047,beans,koreanpork,maincereals,snack,seafood,meat
C0138,1,0,0,0,0,0,0,0,0,0,0,0.09,5060,1,1,0,0,0,0,0,0,0,0,1,1,3.162277660168379,1,5060,0,icecream,NA,NA,dairy,NA,NA
C0139,0.12,0.38,0.03,0.23,0.1,0,0,0,0.04,0.1,0,0.64,175290,32,0.44,0.55,0.01,0.16,0.16,0,0.05,0.44,0.15,0.03,19,1.2565381075543172,20,8764.5,1.291741186283051,cooky/cakes,fermentedmilk,banana/importedfruits,drink,fruite,dairy
C0141,0.15,0.12,0.12,0.01,0.18,0,0.07,0.04,0.12,0.17,0.04,0.91,194260,56,0.38,0.42,0.19,0.1,0.07,0.15,0.26,0.06,0.04,0.32,30,0.6719628380435115,30,6475.333333333333,1.0588388446224273,softdrinks,fermentedmilk,chilledseafood,house_prod,snack,dairy
C0142,0.04,0,0,0.03,0.28,0,0.23,0,0.21,0.1,0.12,0.64,62500,17,0.02,0.28,0.71,0.06,0,0.29,0,0.48,0,0.18,12,1.0817273534491028,12,5208.333333333333,0.6925232586051466,eidbleherbs,chilledlivestock,cooky/cakes,house_prod,meat,seafood
C0145,0,0,0,0,0.02,0,0.41,0,0.34,0,0.22,0.36,43280,6,0.3,0.7,0,0,0.13,0,0.21,0.09,0,0.58,4,1.649743316791734,4,10820,0.889454787711226,otherlivefish,othervegetables,koreanbeef,meat,seafood,vegetable
C0146,0.35,0,0.1,0,0.02,0,0.1,0,0.28,0.14,0,0.55,107410,25,0.3,0.7,0,0,0.1,0.04,0.14,0.28,0.34,0.09,13,1.299601342243581,16,6713.125,0.8251308569824366,fermentedmilk,icecream,bottledfoods,dairy,seafood,snack
C0147,0.17,0.05,0.17,0.12,0.13,0,0.09,0.04,0.03,0.19,0.02,0.91,288791,79,0.5,0.38,0.12,0.33,0.13,0.13,0.16,0.1,0.02,0.13,38,0.7096467992330907,34,8493.85294117647,1.0863252752152661,snacks,softdrinks,ramen,snack,fastfood,dairy
C0148,0,0,0,0.06,0,0,0.94,0,0,0,0,0.18,45190,4,0,0,1,0,0.58,0.26,0,0,0,0.15,2,2.974936643350656,3,15063.333333333334,0.6662626493552242,koreanchicken,fruitvegetables,NA,meat,fruite,NA
C0149,0,0.25,0,0,0,0,0,0,0,0.26,0.49,0.27,13220,4,0,0.7,0.3,0.26,0.19,0,0,0.25,0.3,0,4,1.752067761438564,4,3305,0.18714666816943198,beans,cooky/cakes,lattuce,vegetable,snack,drink
C0151,0,0,0,0,0,0,0,1,0,0,0,0.09,1890,1,1,0,0,0,0,0,0,1,0,0,1,3.162277660168379,1,1890,0,artificialpowders,NA,NA,sauce,NA,NA
C0152,0.08,0.17,0.2,0.16,0.09,0,0.14,0.04,0.02,0.12,0,0.82,44910,20,0.07,0.42,0.51,0.12,0,0,0.27,0.54,0,0.08,14,0.7275115798112308,11,4082.7272727272725,0.43660335312008103,softdrinks,banana/importedfruits,bottledfoods,fastfood,drink,fruite
C0154,0.24,0,0,0,0,0,0.17,0,0.33,0,0.26,0.36,44864,10,0.47,0.43,0.1,0,0.52,0.11,0,0.37,0,0,7,1.3799074491162036,6,7477.333333333333,1.0119406982891508,eidbleherbs,icecream,othervegetables,seafood,vegetable,dairy
C0155,0,0,0,0.56,0,0,0,0,0,0,0.44,0.18,8880,2,0,1,0,0,0,0.56,0,0.44,0,0,2,2.141120279539863,2,4440,0.17518411245612664,beans,dryfruits,NA,fruite,vegetable,NA
C0156,0,0,0,1,0,0,0,0,0,0,0,0.09,6990,1,0,1,0,1,0,0,0,0,0,0,1,3.162277660168378,1,6990,0,tomato/plum/melon,NA,NA,fruite,NA,NA
C0157,0.02,0.01,0.04,0.08,0.12,0,0.4,0.01,0.14,0.07,0.12,0.91,750368,112,0.33,0.47,0.2,0.09,0.07,0.19,0.31,0.09,0.08,0.17,45,1.1924113971672985,34,22069.647058823528,0.8592187690614355,eidbleherbs,koreanpork,koreanbeef,meat,seafood,house_prod
C0158,0.23,0.29,0,0,0.06,0,0.09,0.12,0.14,0.05,0.01,0.73,176176,30,0.17,0.83,0,0.05,0.27,0.24,0.08,0.04,0,0.32,18,1.036718726278162,24,7340.666666666667,0.7888222388158334,milk,harddrinks,cheese/butter,drink,dairy,seafood
C0159,0,0.51,0,0,0,0,0,0,0,0.49,0,0.18,2660,2,0,0,1,0,1,0,0,0,0,0,2,2.121979818296254,1,2660,0,snacks,softdrinks,NA,drink,snack,NA
C0160,0,0,0.12,0,0.88,0,0,0,0,0,0,0.18,6840,2,1,0,0,0,0,0,1,0,0,0,2,2.7578656891267705,1,6840,0,hairproducts,ramen,NA,house_prod,fastfood,NA
C0161,0,0,0,0,0,0,1,0,0,0,0,0.09,4000,1,0,0,1,0,0,0,0,0,0,1,1,3.16227766016838,1,4000,0,chilledlivestock,NA,NA,meat,NA,NA
C0162,0.07,0,0.31,0.18,0.1,0,0.21,0.04,0.08,0,0.02,0.73,162200,20,0.69,0.31,0,0.44,0.17,0,0.1,0.16,0,0.13,16,1.0638079766703938,8,20275,0.6994596649726236,chillednoodles,fermentedmilk,fruitvegetables,fastfood,meat,fruite
C0163,0.17,0.07,0.35,0.41,0,0,0,0,0,0,0,0.36,28833,7,0,1,0,0,0.21,0.35,0.13,0.31,0,0,4,1.6004311401707174,4,7208.25,0.39001238018382,banana/importedfruits,softdrinks,eggs,fruite,fastfood,dairy
C0164,0.08,0,0.15,0.58,0.17,0,0,0,0,0,0.03,0.45,35440,7,0.21,0,0.79,0.2,0.45,0,0.03,0,0.11,0.21,7,1.8155728720661957,5,7088,0.784856518794546,banana/importedfruits,chilledagriculturalproducts,icecream,fruite,house_prod,fastfood
C0166,0,0,0,0,0,0,0,0,0,0,1,0.09,4380,1,0,1,0,0,0,0,0,1,0,0,1,3.162277660168379,1,4380,0,mushrooms,NA,NA,vegetable,NA,NA
C0167,0,0.66,0.04,0,0.05,0,0.02,0,0.16,0.06,0,0.55,82720,20,0,0.14,0.86,0.35,0.08,0.12,0,0.17,0.14,0.14,8,2.0566784369342543,16,5170,0.5385935561766224,harddrinks,chilledlivestock,chillednoodles,drink,seafood,snack
C0168,0,0.27,0.12,0,0,0,0,0.21,0.18,0,0.21,0.45,32357,7,0,1,0,0,0.34,0,0.48,0,0.18,0,7,1.1502074603839552,3,10785.666666666666,0.44125239316045634,eidbleherbs,harddrinks,noodles,drink,sauce,vegetable
C0170,0.25,0.11,0.08,0.01,0.17,0,0.05,0.05,0,0.22,0.06,0.82,227320,77,0.3,0.47,0.23,0.22,0.08,0.1,0.2,0.17,0.13,0.11,26,0.906709657153991,38,5982.105263157895,0.7293930387507814,milk,softdrinks,cooky/cakes,dairy,snack,house_prod
C0172,0.03,0.06,0,0,0.17,0,0.71,0,0,0,0.03,0.45,33233,9,0,0.4,0.6,0,0.19,0.08,0.32,0,0.42,0,8,2.222427595148525,8,4154.125,0.5190963028656955,seasonedmeat,chinesecabbages,dentalproducts,meat,house_prod,drink
C0173,1,0,0,0,0,0,0,0,0,0,0,0.09,3590,1,0,0,1,0,0,0,1,0,0,0,1,3.16227766016838,1,3590,0,chilleddairymilks,NA,NA,dairy,NA,NA
C0174,0,0.38,0,0,0,0,0,0.17,0.3,0,0.15,0.36,12890,7,0,0.3,0.7,0.1,0,0,0.9,0,0,0,5,1.4583282343676145,4,3222.5,0.6479352998097635,otherlivefish,softdrinks,harddrinks,drink,seafood,sauce
C0175,0.06,0,0.14,0.46,0,0,0.09,0,0.08,0,0.17,0.55,64485,11,0,1,0,0.61,0,0,0.39,0,0,0,9,1.44365428029858,6,10747.5,0.7430674853715763,mandarinorange/watermelonandotherfruits,mushrooms,beans,fruite,vegetable,fastfood
C0176,0,0,1,0,0,0,0,0,0,0,0,0.09,2000,1,0,0,1,0,0,0,1,0,0,0,1,3.1622776601683804,1,2000,0,otherreadymadefoods,NA,NA,fastfood,NA,NA
C0177,0,0,0,0,1,0,0,0,0,0,0,0.09,8500,1,0,1,0,0,0,0,0,0,1,0,1,3.162277660168379,1,8500,0,sanitaryproducts,NA,NA,house_prod,NA,NA
C0178,0.29,0,0,0,0.12,0,0.09,0,0.26,0.15,0.09,0.55,33190,8,0.61,0.39,0,0,0.33,0,0,0,0.28,0.39,7,1.122225336262892,3,11063.333333333334,0.15892563120931197,fermentedmilk,babyproducts,chilledlivestock,dairy,seafood,snack
C0179,0,0.01,0.37,0.22,0.18,0,0,0.15,0,0,0.06,0.55,33420,7,0.22,0.69,0.09,0,0,0.31,0.5,0.19,0,0,7,1.312609085496911,4,8355,0.6953404777338084,apple/sweetmelon,bottledfoods,kitchen/housedetergents,fastfood,fruite,house_prod
C0181,0,0.16,0,0,0,0,0,0,0,0.84,0,0.18,133840,4,0.32,0.68,0,0,0,1,0,0,0,0,3,2.6618078088483426,3,44613.333333333336,1.014367864301595,maincereals,harddrinks,otherbeverages,snack,drink,NA
C0183,0.5,0,0.4,0.1,0,0,0,0,0,0,0,0.27,9990,3,0,0.6,0.4,0.9,0,0,0,0.1,0,0,3,1.9021679388245711,3,3330,0.6239240122522589,eggs,fruitvegetables,instantfoods,dairy,fastfood,fruite
C0184,0.07,0.04,0.05,0.13,0.13,0,0.1,0,0.04,0.27,0.17,0.82,113497,24,0,0.9,0.1,0.05,0,0.09,0.15,0.52,0,0.19,21,0.8456016110845411,9,12610.777777777777,0.6216817752647792,minorcereals,othervegetables,softdrinks,snack,vegetable,house_prod
C0187,0.08,0,0,0.2,0,0,0.21,0,0,0.34,0.17,0.45,34290,10,0,0.56,0.44,0.07,0,0,0.31,0.08,0.53,0,8,1.2604543895062268,6,5715,0.7888488691709188,cooky/cakes,eidbleherbs,apple/sweetmelon,snack,meat,fruite
C0188,0.11,0,0,0.2,0.43,0,0,0.05,0.03,0,0.18,0.55,59993,15,0,0.39,0.61,0.21,0,0.22,0.18,0.36,0,0.03,11,1.421146374403766,7,8570.42857142857,0.8987044150974682,rootvegetables,chilleddairymilks,laundrydetergent,house_prod,fruite,vegetable
C0189,0,0.55,0,0,0.33,0,0,0,0,0.12,0,0.27,16160,3,0,1,0,0.55,0,0,0,0,0.45,0,3,1.91334412171854,2,8080,0.13477035185981226,chilledagriculturalproducts,cooky/cakes,softdrinks,drink,house_prod,snack
C0190,0.12,0.1,0.05,0.34,0.13,0,0.12,0,0.08,0.05,0,0.73,125938,23,0.01,0.54,0.45,0.1,0,0,0.15,0.47,0.09,0.19,17,1.0214194234944753,15,8395.866666666667,0.6201966958283188,apple/sweetmelon,banana/importedfruits,cooky/cakes,fruite,house_prod,meat
C0191,0,0,0,0,1,0,0,0,0,0,0,0.09,5900,1,0,0,1,0,0,0,1,0,0,0,1,3.1622776601683795,1,5900,0,sanitaryproducts,NA,NA,house_prod,NA,NA
C0192,0.46,0.01,0.05,0.07,0.03,0,0.06,0,0.13,0.17,0.03,0.82,101990,21,0.08,0.92,0,0.26,0.49,0.07,0.1,0,0,0.07,15,1.3992228208968434,12,8499.166666666666,0.7235285121563669,cooky/cakes,snacks,milk,dairy,snack,seafood
C0194,0,0.29,0.17,0.08,0,0,0.38,0,0,0,0.08,0.45,59098,5,0.71,0.29,0,0,0.54,0,0.29,0.17,0,0,5,1.405340833575414,3,19699.333333333332,0.5599291640505852,harddrinks,koreanbeef,otherreadymadefoods,meat,drink,fastfood
C0195,0,0,0,0.94,0,0,0,0,0,0,0.06,0.18,23280,3,0.56,0.44,0,0,0,0,0.44,0.56,0,0,3,2.9746393923120866,2,11640,0.1652345742978874,banana/importedfruits,beans,tomato/plum/melon,fruite,vegetable,NA
C0196,0,0,0,0,0,0,0.59,0,0,0.41,0,0.18,8661,2,0,1,0,0,0,0,1,0,0,0,2,2.1662549438571475,1,8661,0,bakery,importedbeef,NA,meat,snack,NA
C0197,0.28,0,0.06,0.55,0,0,0,0,0.11,0,0,0.36,17330,4,0,0.39,0.61,0.28,0.11,0,0,0,0.61,0,4,1.8297628555269618,3,5776.666666666667,0.7487198514182011,banana/importedfruits,milk,otherlivefish,fruite,dairy,seafood
C0198,1,0,0,0,0,0,0,0,0,0,0,0.09,1980,1,0,0,1,0,0,0,0,1,0,0,1,3.162277660168379,1,1980,0,fermentedmilk,NA,NA,dairy,NA,NA
C0200,0.22,0,0.13,0.02,0.48,0,0,0.02,0,0.05,0.06,0.73,83480,18,0.8,0.2,0,0,0.17,0.17,0,0.63,0,0.03,14,1.5495626118108194,5,16696,1.262438816332022,wastepapers,lattuce,noodles,house_prod,dairy,fastfood
C0202,0,0,1,0,0,0,0,0,0,0,0,0.09,2490,1,0,0,1,0,0,0,0,1,0,0,1,3.1622776601683786,1,2490,0,instantfoods,NA,NA,fastfood,NA,NA
C0204,0,0.22,0.39,0,0.4,0,0,0,0,0,0,0.27,15180,4,0,0.4,0.6,0.18,0,0.22,0,0.6,0,0,3,1.6996507025682297,3,5060,0.691578193748922,ramen,hairproducts,softdrinks,house_prod,fastfood,drink
C0205,0,0.01,0.99,0,0,0,0,0,0,0,0,0.18,60480,3,0,1,0,0.49,0,0,0.49,0.01,0,0,2,3.1120012538976916,3,20160,0.8282227075874989,otherreadymadefoods,softdrinks,NA,fastfood,drink,NA
C0206,0.03,0.01,0.13,0.28,0.2,0,0.11,0.05,0.04,0.13,0.02,0.91,207338,36,0.2,0.43,0.37,0.15,0,0.05,0.09,0.2,0.27,0.24,25,0.9178657267774654,21,9873.238095238095,0.6797003401840815,mandarinorange/watermelonandotherfruits,fruitvegetables,apple/sweetmelon,fruite,house_prod,fastfood
C0207,0.15,0.04,0.13,0.07,0.1,0.08,0.06,0.03,0.09,0.15,0.1,1,238169,73,0.02,0.3,0.68,0.17,0.11,0.41,0.16,0.09,0.01,0.05,35,0.45365479715534296,34,7004.970588235294,1.501442915795038,fermentedmilk,beans,chilledseafood,snack,dairy,fastfood
C0208,0.1,0,0,0.31,0,0,0.2,0.03,0.13,0.22,0,0.55,31454,6,0,0.69,0.31,0.03,0.2,0,0,0.35,0.42,0,6,1.1811317868276061,5,6290.8,0.6799492644449507,banana/importedfruits,importedbeef,ketchupandmayoneise,fruite,snack,meat
C0209,0.34,0.12,0,0.24,0.29,0,0,0,0,0,0.02,0.45,98041,22,0.1,0.8,0.1,0.03,0.09,0.19,0.41,0.08,0.09,0.12,11,1.3904891755212625,18,5446.722222222223,0.9563209632721527,banana/importedfruits,fermentedmilk,kitchen/housedetergents,dairy,house_prod,fruite
C0210,0.01,0.63,0,0,0.36,0,0,0,0,0,0,0.27,69680,10,0.5,0.5,0,0.39,0.11,0,0.1,0,0,0.39,6,2.1868331033292505,9,7742.222222222223,0.6950810989512664,wastepapers,softdrinks,tea,drink,house_prod,dairy
C0211,0.01,0.17,0.18,0,0.1,0.01,0.21,0.03,0.03,0.25,0.01,0.91,298836,63,0.95,0.05,0,0.16,0.14,0.32,0.23,0,0,0.15,32,0.9828257841202253,31,9639.870967741936,0.8403828683809146,softdrinks,snacks,cooky/cakes,snack,meat,fastfood
C0212,0,0,0.22,0.44,0,0,0,0,0,0.34,0,0.27,79380,8,0.09,0.87,0.04,0.19,0,0.13,0.12,0,0,0.55,5,1.7112464428392402,4,19845,0.8165090462622602,ready-madesnacks,otherreadymadefoods,mandarinorange/watermelonandotherfruits,fruite,snack,fastfood
C0214,0,0,0.36,0,0,0,0,0,0.64,0,0,0.18,26750,2,1,0,0,0,0,1,0,0,0,0,2,2.2274775060208367,1,26750,0,driedfish,instantfoods,NA,seafood,fastfood,NA
C0215,0.28,0.23,0,0,0,0,0,0,0.14,0.36,0,0.36,11060,4,0,1,0,1,0,0,0,0,0,0,4,1.426427305738187,2,5530,0.24806277676345428,bakery,milk,otherlivefish,snack,dairy,drink
C0216,0,1,0,0,0,0,0,0,0,0,0,0.09,7000,1,0,1,0,0,0,0,0,0,1,0,1,3.1622776601683804,1,7000,0,softdrinks,NA,NA,drink,NA,NA
C0217,0.02,0.01,0.01,0.06,0.2,0,0.5,0.01,0.04,0.11,0.04,0.91,603735,48,0.73,0.17,0.1,0.05,0,0,0.02,0.5,0.42,0,28,1.5297929910534989,13,46441.153846153844,1.4756909779178662,koreanchicken,eidbleherbs,fruitvegetables,meat,house_prod,snack
C0218,0,0.88,0.12,0,0,0,0,0,0,0,0,0.18,7990,2,0,0.12,0.88,0,0,0,0,0.12,0,0.88,2,2.758957383887278,2,3995,1.0637576357775096,harddrinks,ramen,NA,drink,fastfood,NA
C0219,0,0,0.14,0,0.26,0,0.27,0.28,0,0,0.05,0.45,25490,6,0,0.19,0.81,0.19,0,0,0,0.81,0,0,6,1.279072382145426,4,6372.5,0.8654839002009849,frozendumpling,kitchen/housedetergents,mushrooms,sauce,meat,house_prod
C0221,0,0.54,0,0,0,0,0,0,0,0.46,0,0.18,41760,3,0,0.54,0.46,0.27,0.27,0,0,0.46,0,0,2,2.1296961662026392,3,13920,0.32849239453892504,softdrinks,snacks,NA,drink,snack,NA
C0223,0,0,0,0,0,0,0.09,0,0.14,0.76,0,0.27,68860,5,0.22,0.14,0.64,0,0,0,0.13,0.14,0,0.72,4,2.3870229276055306,4,17215,1.038035211139242,bakery,koreanchicken,maincereals,snack,seafood,meat
C0224,0,0,0.56,0.44,0,0,0,0,0,0,0,0.18,8980,2,0,0,1,0,1,0,0,0,0,0,2,2.1379802313040868,2,4490,0.16063450263035156,banana/importedfruits,otherreadymadefoods,NA,fastfood,fruite,NA
C0225,0,1,0,0,0,0,0,0,0,0,0,0.09,1290,1,1,0,0,0,0,0,0,0,1,0,1,3.1622776601683804,1,1290,0,softdrinks,NA,NA,drink,NA,NA
C0227,0.17,0.19,0.01,0.03,0.3,0,0.09,0.1,0.05,0.05,0.01,0.91,218320,49,0.45,0.47,0.08,0.12,0.14,0.2,0.2,0.1,0.09,0.14,25,0.9758151084126032,32,6822.5,0.7544107236497769,chilledlivestock,eggs,harddrinks,house_prod,drink,dairy
C0228,0.16,0.03,0.04,0.15,0.52,0,0,0,0,0.09,0,0.55,45660,9,0.52,0.31,0.17,0,0.52,0,0.14,0.11,0.07,0.16,9,1.6230033817808478,8,5707.5,1.305851673042928,apple/sweetmelon,chocolete,dentalproducts,house_prod,dairy,fruite
C0229,0.05,0,0.2,0.13,0,0,0.53,0,0,0,0.09,0.45,19167,6,0,0.78,0.22,0.44,0,0,0.2,0,0,0.36,6,1.68684800723973,4,4791.75,0.3064362853629654,fermentedmilk,importedbeef,koreanpork,meat,fastfood,fruite
C0230,0,0,0,0,1,0,0,0,0,0,0,0.09,57000,1,0,1,0,0,0,0,0,0,1,0,1,3.1622776601683795,1,57000,0,chilledagriculturalproducts,NA,NA,house_prod,NA,NA
C0231,0,0,0,0,0,0,0,0,0,1,0,0.09,2001,1,0,1,0,1,0,0,0,0,0,0,1,3.1622776601683795,1,2001,0,bakery,NA,NA,snack,NA,NA
C0233,0.1,0,0.07,0.33,0,0,0.29,0,0,0.02,0.18,0.64,74655,17,0,0.77,0.23,0.21,0,0,0.36,0.03,0.18,0.22,13,1.299584372023759,8,9331.875,0.8815766565757303,beans,fruitvegetables,importedbeef,fruite,meat,vegetable
C0235,0.11,0.14,0.18,0.05,0.06,0,0.06,0.07,0.05,0.24,0.04,0.91,242850,56,0.31,0.62,0.07,0.16,0.11,0.3,0.21,0,0.05,0.17,24,0.7482536393415102,42,5782.142857142857,1.1125403139851835,harddrinks,cooky/cakes,fermentedmilk,snack,fastfood,drink
C0236,0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,1,0,0,0,0,0,1,0,0,0,1,3.1622776601683795,1,9900,0,hairproducts,NA,NA,house_prod,NA,NA
C0237,0.33,0,0.67,0,0,0,0,0,0,0,0,0.18,10490,2,0.67,0.33,0,0,0.67,0,0,0,0,0.33,2,2.2618091254591826,2,5245,0.47320205947850935,milk,noodles,NA,fastfood,dairy,NA
C0238,0.22,0,0,0,0,0,0,0.78,0,0,0,0.18,4740,2,0,1,0,0.22,0,0.78,0,0,0,0,2,2.491211921343776,2,2370,0.7876632499293188,ketchupandmayoneise,milk,NA,sauce,dairy,NA
C0240,0.24,0,0,0,0,0,0.2,0,0,0.45,0.12,0.36,39880,7,0.4,0.6,0,0.03,0.25,0.12,0.29,0,0.2,0.11,5,1.5572562269309713,6,6646.666666666667,0.5825818872201608,milk,minorcereals,beans,snack,dairy,meat
C0241,0.15,0,0,0,0,0,0,0,0.85,0,0,0.18,10095,2,0,0.15,0.85,0,0,0,0,1,0,0,2,2.687832959723978,2,5047.5,0.9953429777772006,icecream,otherlivefish,NA,seafood,dairy,NA
C0242,0,0,0.13,0,0,0,0.84,0,0,0,0.03,0.27,35993,5,0,0,1,0,0,0.76,0.24,0,0,0,4,2.64852310089274,3,11997.666666666666,0.2798499300470125,koreanpork,eidbleherbs,koreanbeef,meat,fastfood,vegetable
C0243,0,0,0.12,0.26,0.2,0,0,0,0.31,0,0.1,0.45,28350,14,0,0,1,0.17,0.13,0,0.07,0.3,0.25,0.09,10,1.2508115559287465,10,2835,0.6249577602171551,fruitvegetables,mushrooms,otherlivefish,seafood,fruite,house_prod
C0244,0,0,0,0,0,0,0,0,0,0,1,0.09,1000,1,0,1,0,0,0,1,0,0,0,0,1,3.162277660168379,1,1000,0,mushrooms,NA,NA,vegetable,NA,NA
C0245,0,0,0,0,0,0,0,0,0,1,0,0.09,1050,1,0,1,0,0,0,0,0,1,0,0,1,3.162277660168379,1,1050,0,snacks,NA,NA,snack,NA,NA
C0246,0.11,0,0,0,0,0,0.52,0.16,0,0,0.22,0.36,9143,5,0,0.84,0.16,1,0,0,0,0,0,0,4,1.691919425575011,2,4571.5,0.9501819877127774,rootvegetables,chinesecabbages,importedbeef,meat,vegetable,sauce
C0247,0.12,0.02,0.11,0.3,0.06,0.01,0,0.01,0,0.29,0.07,0.82,160760,28,0.27,0.63,0.09,0,0,0.11,0.24,0.58,0,0.07,19,1.1549155230974648,17,9456.470588235294,0.9680492069899574,milk,apple/sweetmelon,bakery,fruite,snack,dairy
C0248,0.1,0,0,0.3,0.11,0,0,0,0.14,0.09,0.26,0.55,46070,13,0.1,0.9,0,0.09,0.19,0.32,0.19,0,0.11,0.09,10,1.1395765449915904,10,4607,0.47212088532387814,beans,chilledseafood,fruitvegetables,fruite,vegetable,seafood
C0249,0,0,0.22,0,0.49,0,0,0.18,0,0,0.11,0.36,51320,6,0.3,0.06,0.64,0,0.49,0.06,0.06,0.27,0.12,0,6,1.6226440609959787,6,8553.333333333334,0.9662939179916067,bottledfoods,ketchupandmayoneise,kitchen/housedetergents,house_prod,fastfood,sauce
C0250,0.58,0,0,0.16,0.04,0,0.09,0,0,0.1,0.04,0.55,110170,34,0.73,0.25,0.03,0.28,0.1,0.17,0.02,0.18,0.15,0.09,12,1.7757014989898139,28,3934.6428571428573,0.850302796748395,milk,fermentedmilk,fruitvegetables,dairy,fruite,snack
C0251,0,0,0,0,0,0,0,0,0,1,0,0.09,4550,1,0,1,0,0,0,0,0,0,0,1,1,3.162277660168379,1,4550,0,chocolete,NA,NA,snack,NA,NA
C0252,0.17,0.02,0,0.03,0.02,0,0.4,0.01,0.09,0.16,0.1,0.82,147436,19,0.27,0.73,0,0.21,0.15,0.09,0.53,0.02,0,0,16,1.2370699946438397,8,18429.5,0.8479637186844213,eidbleherbs,othervegetables,snacks,meat,dairy,snack
C0253,0.05,0.22,0.12,0.02,0.07,0,0.13,0.01,0.12,0.16,0.09,0.91,162700,60,0.01,0.47,0.52,0.18,0.18,0.22,0.27,0.07,0.05,0.03,29,0.7262801120629575,37,4397.2972972972975,0.740875160971604,harddrinks,cooky/cakes,chilledlivestock,drink,snack,meat
C0254,0.25,0,0,0,0,0,0,0,0.7,0,0.05,0.27,27940,4,0,0.75,0.25,0,0.75,0,0,0.25,0,0,4,2.259566276242867,2,13970,0.7207731255616633,chilledseafood,eidbleherbs,fermentedmilk,seafood,dairy,vegetable
C0255,0.57,0,0,0,0,0,0.18,0,0,0.26,0,0.27,7030,3,0,1,0,0,0,0,1,0,0,0,3,1.8959570865982276,1,7030,0,chilledlivestock,cooky/cakes,fermentedmilk,dairy,snack,meat
C0256,0,0,0,0,0.79,0,0,0.21,0,0,0,0.18,15750,2,0,0.21,0.79,0,0,0.21,0,0.79,0,0,2,2.529244422640544,2,7875,0.8305698699651511,kitchen/housedetergents,seasonings,NA,house_prod,sauce,NA
C0257,0,0.03,0.04,0,0.75,0,0.09,0,0,0.08,0,0.55,138980,16,0,0,1,0,0.09,0.38,0.37,0.08,0.06,0.03,12,2.328926913889779,12,11581.666666666666,1.5433281867817914,cooky/cakes,bottledfoods,hairproducts,house_prod,meat,snack
C0258,0.24,0.02,0.1,0.01,0.12,0,0,0.02,0.09,0.23,0.17,0.82,136390,34,0,0.99,0.01,0.14,0.13,0,0.15,0.11,0.06,0.42,20,0.9384666212687698,12,11365.833333333334,0.7047306641431851,beans,chilledagriculturalproducts,chilleddairymilks,dairy,snack,vegetable
C0259,0.16,0,0,0.29,0.31,0,0,0,0.16,0.08,0,0.45,41380,8,0,0.48,0.52,0,0.19,0.13,0,0.45,0,0.24,6,1.2716829058698,5,8276,0.32115523619149394,bread,wastepapers,banana/importedfruits,house_prod,fruite,dairy
C0261,0,0,0,1,0,0,0,0,0,0,0,0.09,8990,1,0,1,0,0,1,0,0,0,0,0,1,3.162277660168379,1,8990,0,strawberry/peach/,NA,NA,fruite,NA,NA
C0262,0.33,0.39,0.05,0,0,0,0,0,0,0.22,0,0.36,29560,11,0,0.11,0.89,0.07,0.26,0,0.41,0.27,0,0,7,1.582928292071399,9,3284.4444444444443,0.47079834915310276,milk,softdrinks,chocolete,drink,dairy,snack
C0263,0.11,0.09,0.1,0.01,0.22,0,0.1,0.14,0.05,0.15,0.02,0.91,140060,33,0.02,0.69,0.29,0.08,0,0,0.15,0.56,0.2,0,19,0.7003231481576971,8,17507.5,0.6466084190901858,cooky/cakes,snacks,softdrinks,house_prod,snack,sauce
C0264,0,0,0,0,0,0,1,0,0,0,0,0.09,13390,1,0,0,1,0,0,0,0,0,0,1,1,3.1622776601683786,1,13390,0,koreanbeef,NA,NA,meat,NA,NA
